model,category,feature_set,lag_rule,n_features,n_lags,n_train,n_val,n_test,train_start,train_end,val_start,val_end,test_start,test_end,params,n_grid,scaler,seed,val_MSE,val_RMSE,val_MAE,val_R2,val_nRMSE,val_SMAPE,val_RMSPE,test_MSE,test_RMSE,test_MAE,test_R2,test_nRMSE,test_SMAPE,test_RMSPE,runtime_s,granularity,n_folds,group,config,resid_test_r2,cross_fit_folds_protocol,stage1,gate_w,stage1_val_RMSE,gate_val_gain_pct,resid_val_r2,stage1_only_test_RMSE,cross_fit_folds,augment_stage1,segment_scheme,n_segments,gate_w_map,gate_w_min,gate_w_max,val_oof_RMSE
AR-LRX-g [linear],N02BA,A_lag1,pacf_train,1,1,1745,180,90,2014-01-03,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,5.415823513914816,2.327192195310653,1.9118309670151945,-0.1449668505832124,0.7470255820881276,64.25592941344132,3.668905895094922,4.633019515527784,2.1524450087116707,1.733990617997486,-0.1602821496378412,0.6575697582622212,56.11054668772693,1.8247879724313607,5.177,daily,5,origin1,daily|N02BA|A_lag1,-0.1275760758542068,5,linear,0.5,2.330408400622981,0.138,-0.1439778145021,2.1356083171910463,5.0,False,global,1.0,"{""0"": 0.5}",0.5,0.5,2.354005191303627
AR-LRX-Aug [linear],N02BA,A_lag1,pacf_train,1,1,1745,180,90,2014-01-03,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,5.43080331369416,2.330408400622981,1.913934860635982,-0.1481337510798137,0.7480579796917282,64.29737298524014,3.638419839785773,4.560822884455573,2.1356083171910463,1.7292389591029298,-0.1422014007835956,0.6524261661479774,56.14088153339506,1.8439261382652807,5.719,daily,5,origin1,daily|N02BA|A_lag1,-0.1629591380338908,5,linear,0.0,2.330408400622981,0.0,-0.2711598193771556,2.1356083171910463,5.0,True,global,1.0,"{""0"": 0.0}",0.0,0.0,2.330408400622981
XGBoost,N02BA,A_lag1,pacf_train,1,1,1745,180,90,2014-01-03,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,5.478792296394617,2.340682015224327,1.9237275452084008,-0.158279169268583,0.751355796237858,64.37717790151518,3.7108544040047087,4.699728834275584,2.167885798254969,1.7455236413743762,-0.1769886693272484,0.6622869037438804,56.28803085538787,1.825598708481524,5.171,daily,5,origin1,daily|N02BA|A_lag1,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",N02BA,A_lag1,pacf_train,1,1,1745,180,90,2014-01-03,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,5.433507056962364,2.3309884291781384,1.9161432038769333,-0.1487053532390474,0.7482441680821488,64.32130197834147,3.701220125498464,4.737572384990833,2.1765965140537262,1.7548390052867704,-0.1864661162118672,0.6649480185500182,56.58151215211635,1.806703431242173,5.233,daily,5,origin1,daily|N02BA|A_lag1,,5,,,,,,,5.0,,,,,,,
Naive,N02BA,B_rich,pacf_train,1,1,1745,180,90,2014-01-03,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,{},0,none,42,9.099486111111112,3.0165354483432,2.3575,-0.9237351305477648,0.968303844318816,86.1091732840388,4.294000884036372,9.282000000000002,3.0466374907428686,2.3144444444444443,-1.3245615255543717,0.9307446509397764,78.158609634509,1.6319044269069318,0.0,daily,5,origin1,daily|N02BA|B_rich,,5,,,,,,,,,,,,,,
SeasonalNaive(s=7),N02BA,B_rich,pacf_train,1,1,1745,180,90,2014-01-03,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,{},0,none,42,8.821819444444445,2.970154784593632,2.3169444444444447,-0.8650332308221838,0.953415713289084,87.41495435011215,3.534080001973519,7.410499999999999,2.722223356008834,2.1944444444444446,-0.8558676131351721,0.831636463139155,76.36419571500211,2.9603155719960346,0.0,daily,5,origin1,daily|N02BA|B_rich,,5,,,,,,,,,,,,,,
S1 [linear],N02BA,B_rich,pacf_train,1,1,1745,180,90,2014-01-03,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,{},0,none,42,5.43080331369416,2.330408400622981,1.913934860635982,-0.1481337510798137,0.7480579796917282,64.29737298524014,3.638419839785773,4.560822884455573,2.1356083171910463,1.7292389591029298,-0.1422014007835956,0.6524261661479774,56.14088153339506,1.8439261382652807,0.008,daily,5,origin1,daily|N02BA|B_rich,,5,linear,0.0,2.330408400622981,0.0,,2.1356083171910463,,,,,,,,
AR-LRX [linear],N02BA,B_rich,pacf_train,1,1,1745,180,90,2014-01-03,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 500, ""subsample"": 0.8}",132,none,42,5.389619905242037,2.3215554926044817,1.895214330571788,-0.1394271088950089,0.7452162080585051,63.88506026851062,3.5609222767879563,4.699518629486804,2.1678373161948303,1.7533526058097124,-0.1769360261507255,0.6622720925238789,56.55871941521751,1.8249964668805108,6.01,daily,5,origin1,daily|N02BA|B_rich,-0.2587355099478481,5,linear,0.3,2.330408400622981,0.3799,-0.1877856431207583,2.1356083171910463,5.0,,,,,,,
AR-LRX-g [linear],N02BA,B_rich,pacf_train,1,1,1745,180,90,2014-01-03,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,5.415823513914816,2.327192195310653,1.9118309670151945,-0.1449668505832124,0.7470255820881276,64.25592941344132,3.668905895094922,4.633019515527784,2.1524450087116707,1.733990617997486,-0.1602821496378412,0.6575697582622212,56.11054668772693,1.8247879724313607,4.956,daily,5,origin1,daily|N02BA|B_rich,-0.1275760758542068,5,linear,0.5,2.330408400622981,0.138,-0.1439778145021,2.1356083171910463,5.0,False,global,1.0,"{""0"": 0.5}",0.5,0.5,2.354005191303627
AR-LRX-Aug [linear],N02BA,B_rich,pacf_train,1,1,1745,180,90,2014-01-03,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,5.43080331369416,2.330408400622981,1.913934860635982,-0.1481337510798137,0.7480579796917282,64.29737298524014,3.638419839785773,4.560822884455573,2.1356083171910463,1.7292389591029298,-0.1422014007835956,0.6524261661479774,56.14088153339506,1.8439261382652807,5.133,daily,5,origin1,daily|N02BA|B_rich,-0.1629591380338908,5,linear,0.0,2.330408400622981,0.0,-0.2711598193771556,2.1356083171910463,5.0,True,global,1.0,"{""0"": 0.0}",0.0,0.0,2.330408400622981
XGBoost,N02BA,B_rich,pacf_train,1,1,1745,180,90,2014-01-03,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,5.478792296394617,2.340682015224327,1.9237275452084008,-0.158279169268583,0.751355796237858,64.37717790151518,3.7108544040047087,4.699728834275584,2.167885798254969,1.7455236413743762,-0.1769886693272484,0.6622869037438804,56.28803085538787,1.825598708481524,5.072,daily,5,origin1,daily|N02BA|B_rich,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",N02BA,B_rich,pacf_train,1,1,1745,180,90,2014-01-03,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,5.433507056962364,2.3309884291781384,1.9161432038769333,-0.1487053532390474,0.7482441680821488,64.32130197834147,3.701220125498464,4.737572384990833,2.1765965140537262,1.7548390052867704,-0.1864661162118672,0.6649480185500182,56.58151215211635,1.806703431242173,5.562,daily,5,origin1,daily|N02BA|B_rich,,5,,,,,,,5.0,,,,,,,
Naive,N02BE,A_lag1,pacf_train,1,1,1745,180,90,2014-01-03,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,{},0,none,42,405.61323216666665,20.139841910170663,16.019444444444446,-0.3414294057056908,0.5381987279856657,48.96442393094506,0.6336525089068439,138.26445653333334,11.758590754564654,8.714711111111113,-1.0268185782984225,0.5558122364306627,43.244013327100575,0.6173470350784405,0.0,daily,5,origin1,daily|N02BE|A_lag1,,5,,,,,,,,,,,,,,
SeasonalNaive(s=7),N02BE,A_lag1,pacf_train,1,1,1745,180,90,2014-01-03,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,{},0,none,42,374.2353344555556,19.34516307647872,14.856255555555556,-0.2376575576965154,0.5169624571471072,45.38454310911499,0.626946690578662,137.9045632,11.743277361963312,8.784444444444444,-1.0215429021594151,0.5550883936533478,43.63697311032615,0.6368634360907485,0.0,daily,5,origin1,daily|N02BE|A_lag1,,5,,,,,,,,,,,,,,
S1 [linear],N02BE,A_lag1,pacf_train,1,1,1745,180,90,2014-01-03,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,{},0,none,42,291.5172235376817,17.073875469198015,13.407201410091536,0.0359047858615154,0.4562666430200476,40.137184434454014,0.4916673015264778,110.17596440960216,10.49647390363079,8.66460063716125,-0.6150693905450086,0.4961537276691381,39.79239012085889,0.6662609676341963,0.005,daily,5,origin1,daily|N02BE|A_lag1,,5,linear,0.0,17.073875469198015,0.0,,10.49647390363079,,,,,,,,
AR-LRX [linear],N02BE,A_lag1,pacf_train,1,1,1745,180,90,2014-01-03,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 300, ""subsample"": 0.8}",132,none,42,288.1034888749163,16.97361154483383,13.338517132639543,0.0471945656239977,0.45358728154361,39.61245665248234,0.4893709820170792,107.8239102075066,10.383829265136566,8.493492382846638,-0.5805906295279071,0.4908291722228068,39.01456284259386,0.6581156198409557,5.158,daily,5,origin1,daily|N02BE|A_lag1,-0.3478779307869182,5,linear,0.4,17.073875469198015,0.5872,-0.0747562053419399,10.49647390363079,5.0,,,,,,,
AR-LRX-g [linear],N02BE,A_lag1,pacf_train,1,1,1745,180,90,2014-01-03,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 300, ""subsample"": 0.8}",132,none,42,288.1034888749163,16.97361154483383,13.338517132639543,0.0471945656239977,0.45358728154361,39.61245665248234,0.4893709820170792,107.82391026986394,10.383829268139184,8.493492384796205,-0.5805906304420037,0.4908291723647364,39.01456285144738,0.6581156202396509,5.783,daily,5,origin1,daily|N02BE|A_lag1,-0.3478779307869182,5,linear,0.3999999999999999,17.073875469198015,0.5872,-0.0747562053419399,10.49647390363079,5.0,False,global,1.0,"{""0"": 0.4}",0.4,0.4,17.001609766476896
AR-LRX-Aug [linear],N02BE,A_lag1,pacf_train,1,1,1745,180,90,2014-01-03,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 300, ""subsample"": 0.8}",132,none,42,289.42161248867995,17.012395847989193,13.32956030187758,0.0428353149003155,0.4546237178134243,39.67386230968103,0.4941651414723223,108.76417057865687,10.429006212418177,8.490839387756948,-0.5943739056963977,0.492964623709113,38.968831705930775,0.6624613536669857,4.942,daily,5,origin1,daily|N02BE|A_lag1,-0.4116402340961673,5,linear,0.2999999999999999,17.073875469198015,0.3601,-0.0913351862246267,10.49647390363079,5.0,True,global,1.0,"{""0"": 0.3}",0.3,0.3,17.04630841072806
XGBoost,N02BE,A_lag1,pacf_train,1,1,1745,180,90,2014-01-03,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,290.7709378878788,17.05200685807623,13.366571884155272,0.0383728747607711,0.4556822462436949,39.5226543554324,0.495507294789613,108.54747415787206,10.418611911280315,8.52388967183431,-0.5911973530052035,0.4924732995460261,39.02783446494171,0.6517352486279399,5.182,daily,5,origin1,daily|N02BE|A_lag1,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",N02BE,A_lag1,pacf_train,1,1,1745,180,90,2014-01-03,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,290.0214873843822,17.030017245569137,13.388322562075595,0.0408514303496532,0.4550946159369129,39.56513710394992,0.4999026804367473,108.309274468829,10.407174182689026,8.521359118792434,-0.5877055839186125,0.4919326540179433,39.04169488916574,0.650818450228966,5.273,daily,5,origin1,daily|N02BE|A_lag1,,5,,,,,,,5.0,,,,,,,
Naive,N02BE,B_rich,pacf_train,1,1,1745,180,90,2014-01-03,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,{},0,none,42,405.61323216666665,20.139841910170663,16.019444444444446,-0.3414294057056908,0.5381987279856657,48.96442393094506,0.6336525089068439,138.26445653333334,11.758590754564654,8.714711111111113,-1.0268185782984225,0.5558122364306627,43.244013327100575,0.6173470350784405,0.0,daily,5,origin1,daily|N02BE|B_rich,,5,,,,,,,,,,,,,,
SeasonalNaive(s=7),N02BE,B_rich,pacf_train,1,1,1745,180,90,2014-01-03,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,{},0,none,42,374.2353344555556,19.34516307647872,14.856255555555556,-0.2376575576965154,0.5169624571471072,45.38454310911499,0.626946690578662,137.9045632,11.743277361963312,8.784444444444444,-1.0215429021594151,0.5550883936533478,43.63697311032615,0.6368634360907485,0.0,daily,5,origin1,daily|N02BE|B_rich,,5,,,,,,,,,,,,,,
S1 [linear],N02BE,B_rich,pacf_train,1,1,1745,180,90,2014-01-03,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,{},0,none,42,291.5172235376817,17.073875469198015,13.407201410091536,0.0359047858615154,0.4562666430200476,40.137184434454014,0.4916673015264778,110.17596440960216,10.49647390363079,8.66460063716125,-0.6150693905450086,0.4961537276691381,39.79239012085889,0.6662609676341963,0.008,daily,5,origin1,daily|N02BE|B_rich,,5,linear,0.0,17.073875469198015,0.0,,10.49647390363079,,,,,,,,
AR-LRX [linear],N02BE,B_rich,pacf_train,1,1,1745,180,90,2014-01-03,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 300, ""subsample"": 0.8}",132,none,42,288.1034888749163,16.97361154483383,13.338517132639543,0.0471945656239977,0.45358728154361,39.61245665248234,0.4893709820170792,107.8239102075066,10.383829265136566,8.493492382846638,-0.5805906295279071,0.4908291722228068,39.01456284259386,0.6581156198409557,7.154,daily,5,origin1,daily|N02BE|B_rich,-0.3478779307869182,5,linear,0.4,17.073875469198015,0.5872,-0.0747562053419399,10.49647390363079,5.0,,,,,,,
AR-LRX-g [linear],N02BE,B_rich,pacf_train,1,1,1745,180,90,2014-01-03,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 300, ""subsample"": 0.8}",132,none,42,288.1034888749163,16.97361154483383,13.338517132639543,0.0471945656239977,0.45358728154361,39.61245665248234,0.4893709820170792,107.82391026986394,10.383829268139184,8.493492384796205,-0.5805906304420037,0.4908291723647364,39.01456285144738,0.6581156202396509,6.451,daily,5,origin1,daily|N02BE|B_rich,-0.3478779307869182,5,linear,0.3999999999999999,17.073875469198015,0.5872,-0.0747562053419399,10.49647390363079,5.0,False,global,1.0,"{""0"": 0.4}",0.4,0.4,17.001609766476896
AR-LRX-Aug [linear],N02BE,B_rich,pacf_train,1,1,1745,180,90,2014-01-03,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 300, ""subsample"": 0.8}",132,none,42,289.42161248867995,17.012395847989193,13.32956030187758,0.0428353149003155,0.4546237178134243,39.67386230968103,0.4941651414723223,108.76417057865687,10.429006212418177,8.490839387756948,-0.5943739056963977,0.492964623709113,38.968831705930775,0.6624613536669857,6.103,daily,5,origin1,daily|N02BE|B_rich,-0.4116402340961673,5,linear,0.2999999999999999,17.073875469198015,0.3601,-0.0913351862246267,10.49647390363079,5.0,True,global,1.0,"{""0"": 0.3}",0.3,0.3,17.04630841072806
XGBoost,N02BE,B_rich,pacf_train,1,1,1745,180,90,2014-01-03,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,290.7709378878788,17.05200685807623,13.366571884155272,0.0383728747607711,0.4556822462436949,39.5226543554324,0.495507294789613,108.54747415787206,10.418611911280315,8.52388967183431,-0.5911973530052035,0.4924732995460261,39.02783446494171,0.6517352486279399,4.849,daily,5,origin1,daily|N02BE|B_rich,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",N02BE,B_rich,pacf_train,1,1,1745,180,90,2014-01-03,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,290.0214873843822,17.030017245569137,13.388322562075595,0.0408514303496532,0.4550946159369129,39.56513710394992,0.4999026804367473,108.309274468829,10.407174182689026,8.521359118792434,-0.5877055839186125,0.4919326540179433,39.04169488916574,0.650818450228966,5.134,daily,5,origin1,daily|N02BE|B_rich,,5,,,,,,,5.0,,,,,,,
Naive,N05B,A_lag1,pacf_train,1,1,1745,180,90,2014-01-03,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,{},0,none,42,34.782444444444444,5.897664321105809,4.496666666666666,-0.9026347719720952,0.6583030992180613,56.27505963456466,1.1370074600390698,36.412444444444446,6.034272486757989,4.622222222222222,-0.826935751302526,0.7488755154553489,63.86148541511998,2.052040793598546,0.0,daily,5,origin1,daily|N05B|A_lag1,,5,,,,,,,,,,,,,,
SeasonalNaive(s=7),N05B,A_lag1,pacf_train,1,1,1745,180,90,2014-01-03,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,{},0,none,42,37.78088888888889,6.146616051852344,4.802222222222222,-1.066652705528739,0.6860913365579944,59.36086670726214,1.179626133665447,34.71511111111111,5.891953081204153,4.562222222222222,-0.7417747851587857,0.7312131512801624,63.81025220707114,1.6895310301635542,0.0,daily,5,origin1,daily|N05B|A_lag1,,5,,,,,,,,,,,,,,
S1 [linear],N05B,A_lag1,pacf_train,1,1,1745,180,90,2014-01-03,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,{},0,none,42,19.336524939724864,4.397331570364562,3.3937175366987606,-0.0577274055073611,0.4908344801349504,41.17887167438432,0.8791545819231036,20.82203574088319,4.563116888803441,3.633541570385702,-0.0447121057186381,0.5662996690462074,50.44076855329697,1.869836267964089,0.009,daily,5,origin1,daily|N05B|A_lag1,,5,linear,0.0,4.397331570364562,0.0,,4.563116888803441,,,,,,,,
AR-LRX [linear],N05B,A_lag1,pacf_train,1,1,1745,180,90,2014-01-03,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,19.336524939724864,4.397331570364562,3.3937175366987606,-0.0577274055073611,0.4908344801349504,41.17887167438432,0.8791545819231036,20.82203574088319,4.563116888803441,3.633541570385702,-0.0447121057186381,0.5662996690462074,50.44076855329697,1.869836267964089,5.3,daily,5,origin1,daily|N05B|A_lag1,0.0079755888939154,5,linear,0.0,4.397331570364562,0.0,-0.0296940770731688,4.563116888803441,5.0,,,,,,,
AR-LRX-g [linear],N05B,A_lag1,pacf_train,1,1,1745,180,90,2014-01-03,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,19.336524939724864,4.397331570364562,3.3937175366987606,-0.0577274055073611,0.4908344801349504,41.17887167438432,0.8791545819231036,20.82203574088319,4.563116888803441,3.633541570385702,-0.0447121057186381,0.5662996690462074,50.44076855329697,1.869836267964089,5.363,daily,5,origin1,daily|N05B|A_lag1,0.0079755888939154,5,linear,0.0,4.397331570364562,0.0,-0.0296940770731688,4.563116888803441,5.0,False,global,1.0,"{""0"": 0.0}",0.0,0.0,4.397331570364562
AR-LRX-Aug [linear],N05B,A_lag1,pacf_train,1,1,1745,180,90,2014-01-03,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,19.13545002852056,4.3744085347073565,3.403923401914697,-0.0467284051800673,0.4882757883215454,41.43321254510348,0.8859405673778381,19.294613044336906,4.392563379660777,3.50270527789146,0.0319238678955166,0.5451333482756066,49.49130585424766,1.7544859300912077,5.113,daily,5,origin1,daily|N05B|A_lag1,0.0747373562243757,5,linear,0.5999999999999999,4.397331570364562,0.5213,0.0057381972434934,4.563116888803441,5.0,True,global,1.0,"{""0"": 0.6}",0.6,0.6,4.390303756539778
XGBoost,N05B,A_lag1,pacf_train,1,1,1745,180,90,2014-01-03,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,19.68955270124311,4.437291144520845,3.450687616666158,-0.0770383799159859,0.4952948071522709,41.83637337225765,0.9012474789942608,20.354197993416125,4.511562699710171,3.5937997023264567,-0.0212391002751148,0.5599016036595634,50.51628193747756,1.7572236313631364,5.231,daily,5,origin1,daily|N05B|A_lag1,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",N05B,A_lag1,pacf_train,1,1,1745,180,90,2014-01-03,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,19.90954162432615,4.462010939512155,3.4589303635295594,-0.0890719957584555,0.4980540550118987,41.750706481770834,0.9107878830741832,20.240556300677707,4.498950577710063,3.5509480532153948,-0.0155373113820589,0.5583363927108461,49.94052228868014,1.7840661534587574,5.283,daily,5,origin1,daily|N05B|A_lag1,,5,,,,,,,5.0,,,,,,,
