model,category,feature_set,lag_rule,n_features,n_lags,n_train,n_val,n_test,train_start,train_end,val_start,val_end,test_start,test_end,params,n_grid,scaler,seed,val_MSE,val_RMSE,val_MAE,val_R2,val_nRMSE,val_SMAPE,val_RMSPE,test_MSE,test_RMSE,test_MAE,test_R2,test_nRMSE,test_SMAPE,test_RMSPE,runtime_s,granularity,n_folds,group,config,resid_test_r2,cross_fit_folds_protocol,stage1,gate_w,stage1_val_RMSE,gate_val_gain_pct,resid_val_r2,stage1_only_test_RMSE,cross_fit_folds,augment_stage1,segment_scheme,n_segments,gate_w_map,gate_w_min,gate_w_max,val_oof_RMSE
XGBoost,N02BE,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,2,2528.913175742101,50.28830058514705,35.77639563395183,0.3648711768093268,0.2411510516601698,16.14374923591261,0.2331464461739194,2364.497312770742,48.62609703411063,35.998171859077786,0.6765081148949461,0.2393928088171504,18.05038802319275,0.316209049668122,4.381,weekly,2,seed2,weekly|N02BE|A_lag1,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",N02BE,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,2,2564.8543300335537,50.644390903964414,36.30150089559341,0.3558446656391493,0.2428586368016366,16.328918775777545,0.2315930758663097,2505.95085921114,50.05947322147068,38.00697803256768,0.6571555556234033,0.2464495123675717,18.840638025246587,0.3243967938313973,5.215,weekly,2,seed2,weekly|N02BE|A_lag1,,5,,,,,,,5.0,,,,,,,
Naive,N02BE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,2,1680.9681508666667,40.999611594095214,33.66975555555555,0.5778299809887086,0.1966083430644854,16.091032387206173,0.1901027589132943,2872.5362513913046,53.59604697541886,41.5418695652174,0.6070022317317492,0.2638605401116403,20.08585888444381,0.3344249193079274,0.0,weekly,2,seed2,weekly|N02BE|B_rich,,5,,,,,,,,,,,,,,
SeasonalNaive(s=52),N02BE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,2,4928.619016884084,70.20412393074986,52.44873333333334,-0.2378076187729074,0.3366548107569486,28.57719475004721,0.2851328006650804,3827.384787608696,61.86586124518672,46.530130434782606,0.4763673812278127,0.3045739468456235,22.53129637433621,0.3785512957226687,0.0,weekly,2,seed2,weekly|N02BE|B_rich,,5,,,,,,,,,,,,,,
S1 [linear],N02BE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,2,1499.4320458283644,38.72250051105125,31.647842601792338,0.6234222195303742,0.1856887509121654,15.244489991691704,0.1862344902896344,2636.4831549119726,51.34669565718882,39.33803413707109,0.6392971557955466,0.252786681362296,19.063345346674403,0.3279954691336632,0.006,weekly,2,seed2,weekly|N02BE|B_rich,,5,linear,0.0,38.72250051105125,0.0,,51.34669565718882,,,,,,,,
AR-LRX [linear],N02BE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,2,1499.4320458283644,38.72250051105125,31.647842601792338,0.6234222195303742,0.1856887509121654,15.244489991691704,0.1862344902896344,2636.4831549119726,51.34669565718882,39.33803413707109,0.6392971557955466,0.252786681362296,19.063345346674403,0.3279954691336632,5.067,weekly,2,seed2,weekly|N02BE|B_rich,0.045861655075574,5,linear,0.0,38.72250051105125,0.0,-0.7131933964083175,51.34669565718882,5.0,,,,,,,
AR-LRX-g [linear],N02BE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,2,1499.4320458283644,38.72250051105125,31.647842601792338,0.6234222195303742,0.1856887509121654,15.244489991691704,0.1862344902896344,2636.4831549119726,51.34669565718882,39.33803413707109,0.6392971557955466,0.252786681362296,19.063345346674403,0.3279954691336632,4.721,weekly,2,seed2,weekly|N02BE|B_rich,0.045861655075574,5,linear,0.0,38.72250051105125,0.0,-0.7131933964083175,51.34669565718882,5.0,False,global,1.0,"{""0"": 0.0}",0.0,0.0,39.48196542408812
AR-LRX-Aug [linear],N02BE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 500, ""subsample"": 0.8}",132,none,2,1482.8728169186102,38.50808768192223,31.71462383441428,0.6275810193149145,0.1846605618774942,15.272462517727368,0.1884308299331249,2583.33945751726,50.82656251919128,38.93766346475815,0.6465678575886152,0.2502259960418854,18.8934305352079,0.3246273724837525,5.136,weekly,2,seed2,weekly|N02BE|B_rich,0.0308899109677134,5,linear,0.0999999999999999,38.72250051105125,0.5537,-1.403311691700721,51.34669565718882,5.0,True,global,1.0,"{""0"": 0.1}",0.1,0.1,39.82688621785076
XGBoost,N02BE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,2,2528.913175742101,50.28830058514705,35.77639563395183,0.3648711768093268,0.2411510516601698,16.14374923591261,0.2331464461739194,2364.497312770742,48.62609703411063,35.998171859077786,0.6765081148949461,0.2393928088171504,18.05038802319275,0.316209049668122,4.623,weekly,2,seed2,weekly|N02BE|B_rich,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",N02BE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,2,2564.8543300335537,50.644390903964414,36.30150089559341,0.3558446656391493,0.2428586368016366,16.328918775777545,0.2315930758663097,2505.95085921114,50.05947322147068,38.00697803256768,0.6571555556234033,0.2464495123675717,18.840638025246587,0.3243967938313973,4.525,weekly,2,seed2,weekly|N02BE|B_rich,,5,,,,,,,5.0,,,,,,,
Naive,N05B,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,2,426.96177777777774,20.663053447585565,15.013333333333332,-0.801173853632781,0.3220550724374308,22.340031684847204,0.2828881884247876,240.0434782608696,15.493336576117798,12.104347826086956,-0.5862350330555679,0.2638042206475491,21.2661248034866,0.3667312182996869,0.0,weekly,2,seed2,weekly|N05B|A_lag1,,5,,,,,,,,,,,,,,
SeasonalNaive(s=52),N05B,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,2,942.2986433552592,30.696883284060927,24.86833333177778,-2.975165382622386,0.4784426945770095,44.187967319122926,0.440706007994517,457.088695652174,21.379632729590423,16.165217391304346,-2.020494901632767,0.3640298732459134,26.617268981956737,0.5087289643221211,0.0,weekly,2,seed2,weekly|N05B|A_lag1,,5,,,,,,,,,,,,,,
S1 [linear],N05B,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,2,280.1724738223089,16.738353378463156,11.053311405027056,-0.1819309376658278,0.2608845601381415,16.80006438157009,0.223534293627507,168.22555190185386,12.970179331908016,9.770105004562676,-0.1116538796018928,0.2208425559919191,17.156348590497235,0.3310900704837283,0.008,weekly,2,seed2,weekly|N05B|A_lag1,,5,linear,0.0,16.738353378463156,0.0,,12.970179331908016,,,,,,,,
AR-LRX [linear],N05B,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,2,280.1724738223089,16.738353378463156,11.053311405027056,-0.1819309376658278,0.2608845601381415,16.80006438157009,0.223534293627507,168.22555190185386,12.970179331908016,9.770105004562676,-0.1116538796018928,0.2208425559919191,17.156348590497235,0.3310900704837283,5.061,weekly,2,seed2,weekly|N05B|A_lag1,-0.1194344799953806,5,linear,0.0,16.738353378463156,0.0,-0.2961058655444775,12.970179331908016,5.0,,,,,,,
AR-LRX-g [linear],N05B,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,2,280.1724738223089,16.738353378463156,11.053311405027056,-0.1819309376658278,0.2608845601381415,16.80006438157009,0.223534293627507,168.22555190185386,12.970179331908016,9.770105004562676,-0.1116538796018928,0.2208425559919191,17.156348590497235,0.3310900704837283,4.402,weekly,2,seed2,weekly|N05B|A_lag1,-0.1194344799953806,5,linear,0.0,16.738353378463156,0.0,-0.2961058655444775,12.970179331908016,5.0,False,global,1.0,"{""0"": 0.0}",0.0,0.0,16.738353378463152
AR-LRX-Aug [linear],N05B,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,2,280.1724738223089,16.738353378463156,11.053311405027056,-0.1819309376658278,0.2608845601381415,16.80006438157009,0.223534293627507,168.22555190185386,12.970179331908016,9.770105004562676,-0.1116538796018928,0.2208425559919191,17.156348590497235,0.3310900704837283,4.356,weekly,2,seed2,weekly|N05B|A_lag1,-0.0717592754401026,5,linear,0.0,16.738353378463156,0.0,-0.2617077500375557,12.970179331908016,5.0,True,global,1.0,"{""0"": 0.0}",0.0,0.0,16.738353378463152
XGBoost,N05B,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,2,360.72478506173366,18.992756120735443,13.226001586914062,-0.5217475779498595,0.296021759986525,19.62950596243136,0.2413202674807266,178.9111844175743,13.375768554276585,10.688155547432276,-0.1822657736204129,0.227748502182678,18.59423668123403,0.3231664699869437,4.81,weekly,2,seed2,weekly|N05B|A_lag1,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",N05B,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,2,361.8053485068499,19.02118157494034,13.23692685127797,-0.5263060249252882,0.2964648001081724,19.670984415851425,0.2420883505335492,183.18496243018367,13.534583940047202,10.708825487044477,-0.2105073924147222,0.2304526433380853,18.619598537972248,0.3332830829590775,5.364,weekly,2,seed2,weekly|N05B|A_lag1,,5,,,,,,,5.0,,,,,,,
Naive,N05B,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,2,426.96177777777774,20.663053447585565,15.013333333333332,-0.801173853632781,0.3220550724374308,22.340031684847204,0.2828881884247876,240.0434782608696,15.493336576117798,12.104347826086956,-0.5862350330555679,0.2638042206475491,21.2661248034866,0.3667312182996869,0.0,weekly,2,seed2,weekly|N05B|B_rich,,5,,,,,,,,,,,,,,
SeasonalNaive(s=52),N05B,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,2,942.2986433552592,30.696883284060927,24.86833333177778,-2.975165382622386,0.4784426945770095,44.187967319122926,0.440706007994517,457.088695652174,21.379632729590423,16.165217391304346,-2.020494901632767,0.3640298732459134,26.617268981956737,0.5087289643221211,0.0,weekly,2,seed2,weekly|N05B|B_rich,,5,,,,,,,,,,,,,,
S1 [linear],N05B,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,2,280.1724738223089,16.738353378463156,11.053311405027056,-0.1819309376658278,0.2608845601381415,16.80006438157009,0.223534293627507,168.22555190185386,12.970179331908016,9.770105004562676,-0.1116538796018928,0.2208425559919191,17.156348590497235,0.3310900704837283,0.005,weekly,2,seed2,weekly|N05B|B_rich,,5,linear,0.0,16.738353378463156,0.0,,12.970179331908016,,,,,,,,
AR-LRX [linear],N05B,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,2,280.1724738223089,16.738353378463156,11.053311405027056,-0.1819309376658278,0.2608845601381415,16.80006438157009,0.223534293627507,168.22555190185386,12.970179331908016,9.770105004562676,-0.1116538796018928,0.2208425559919191,17.156348590497235,0.3310900704837283,4.938,weekly,2,seed2,weekly|N05B|B_rich,-0.1194344799953806,5,linear,0.0,16.738353378463156,0.0,-0.2961058655444775,12.970179331908016,5.0,,,,,,,
AR-LRX-g [linear],N05B,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,2,280.1724738223089,16.738353378463156,11.053311405027056,-0.1819309376658278,0.2608845601381415,16.80006438157009,0.223534293627507,168.22555190185386,12.970179331908016,9.770105004562676,-0.1116538796018928,0.2208425559919191,17.156348590497235,0.3310900704837283,4.873,weekly,2,seed2,weekly|N05B|B_rich,-0.1194344799953806,5,linear,0.0,16.738353378463156,0.0,-0.2961058655444775,12.970179331908016,5.0,False,global,1.0,"{""0"": 0.0}",0.0,0.0,16.738353378463152
AR-LRX-Aug [linear],N05B,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,2,280.1724738223089,16.738353378463156,11.053311405027056,-0.1819309376658278,0.2608845601381415,16.80006438157009,0.223534293627507,168.22555190185386,12.970179331908016,9.770105004562676,-0.1116538796018928,0.2208425559919191,17.156348590497235,0.3310900704837283,4.82,weekly,2,seed2,weekly|N05B|B_rich,-0.0717592754401026,5,linear,0.0,16.738353378463156,0.0,-0.2617077500375557,12.970179331908016,5.0,True,global,1.0,"{""0"": 0.0}",0.0,0.0,16.738353378463152
XGBoost,N05B,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,2,360.72478506173366,18.992756120735443,13.226001586914062,-0.5217475779498595,0.296021759986525,19.62950596243136,0.2413202674807266,178.9111844175743,13.375768554276585,10.688155547432276,-0.1822657736204129,0.227748502182678,18.59423668123403,0.3231664699869437,5.137,weekly,2,seed2,weekly|N05B|B_rich,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",N05B,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,2,361.8053485068499,19.02118157494034,13.23692685127797,-0.5263060249252882,0.2964648001081724,19.670984415851425,0.2420883505335492,183.18496243018367,13.534583940047202,10.708825487044477,-0.2105073924147222,0.2304526433380853,18.619598537972248,0.3332830829590775,4.839,weekly,2,seed2,weekly|N05B|B_rich,,5,,,,,,,5.0,,,,,,,
Naive,N05C,A_lag1,pacf_train,1,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,{},0,none,2,28.023255813953487,5.293699633900046,3.930232558139535,-0.7170930540827152,1.1381454212885098,103.83645136372506,1.694474186562659,16.266666666666666,4.033195589934446,3.466666666666667,-1.0887761572606216,0.8249718252138639,83.43106601001338,1.7005504134034763,0.0,weekly,2,seed2,weekly|N05C|A_lag1,,5,,,,,,,,,,,,,,
SeasonalNaive(s=52),N05C,A_lag1,pacf_train,1,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,{},0,none,2,26.55813953488372,5.153458987406781,3.86046511627907,-0.6273197242841997,1.107993682292458,111.313739170882,1.3238583034523583,23.844444444444445,4.883077353927996,3.6222222222222222,-2.061826252377933,0.9988112769398172,94.92769692563294,1.404697471688822,0.0,weekly,2,seed2,weekly|N05C|A_lag1,,5,,,,,,,,,,,,,,
S1 [linear],N05C,A_lag1,pacf_train,1,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,{},0,none,2,16.6747895027876,4.083477623642329,2.880965845650394,-0.0217287178769312,0.8779476890831007,71.7752895751267,0.703521993405679,8.7326038490643,2.95509794238098,2.392135351294518,-0.121339428938187,0.6044518518506549,57.40333488628655,1.0633393387073906,0.008,weekly,2,seed2,weekly|N05C|A_lag1,,5,linear,0.0,4.083477623642329,0.0,,2.95509794238098,,,,,,,,
AR-LRX [linear],N05C,A_lag1,pacf_train,1,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,2,16.6747895027876,4.083477623642329,2.880965845650394,-0.0217287178769312,0.8779476890831007,71.7752895751267,0.703521993405679,8.7326038490643,2.95509794238098,2.392135351294518,-0.121339428938187,0.6044518518506549,57.40333488628655,1.0633393387073906,5.113,weekly,2,seed2,weekly|N05C|A_lag1,-0.2199277229169975,5,linear,0.0,4.083477623642329,0.0,-0.1065709341334817,2.95509794238098,5.0,,,,,,,
AR-LRX-g [linear],N05C,A_lag1,pacf_train,1,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,2,16.6747895027876,4.083477623642329,2.880965845650394,-0.0217287178769312,0.8779476890831007,71.7752895751267,0.703521993405679,8.7326038490643,2.95509794238098,2.392135351294518,-0.121339428938187,0.6044518518506549,57.40333488628655,1.0633393387073906,4.541,weekly,2,seed2,weekly|N05C|A_lag1,-0.2199277229169975,5,linear,0.0,4.083477623642329,0.0,-0.1065709341334817,2.95509794238098,5.0,False,global,1.0,"{""0"": 0.0}",0.0,0.0,4.122266534233591
AR-LRX-Aug [linear],N05C,A_lag1,pacf_train,1,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,2,16.6747895027876,4.083477623642329,2.880965845650394,-0.0217287178769312,0.8779476890831007,71.7752895751267,0.703521993405679,8.7326038490643,2.95509794238098,2.392135351294518,-0.121339428938187,0.6044518518506549,57.40333488628655,1.0633393387073906,5.111,weekly,2,seed2,weekly|N05C|A_lag1,-0.2867562381091932,5,linear,0.0,4.083477623642329,0.0,-0.15689362924785,2.95509794238098,5.0,True,global,1.0,"{""0"": 0.0}",0.0,0.0,4.083477623642329
XGBoost,N05C,A_lag1,pacf_train,1,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,2,17.55134315067063,4.189432318425807,3.0015562855920126,-0.0754385433983961,0.9007279484615484,74.19969828206048,0.8291660108382715,9.70678607620576,3.1155715488824454,2.5350999355316164,-0.2464325811234411,0.6372759986350456,61.79911156249946,1.071983717744864,4.698,weekly,2,seed2,weekly|N05C|A_lag1,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",N05C,A_lag1,pacf_train,1,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,2,17.718782913264686,4.209368469647756,3.021785037135444,-0.0856982239735688,0.9050142209742674,74.73006852908625,0.8317784054031557,9.781642951412916,3.1275618221568244,2.5499288840122456,-0.2560448304762939,0.6397285545320777,62.15092769666399,1.087079989118246,4.336,weekly,2,seed2,weekly|N05C|A_lag1,,5,,,,,,,5.0,,,,,,,
Naive,N05C,B_rich,pacf_train,11,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,{},0,none,2,28.023255813953487,5.293699633900046,3.930232558139535,-0.7170930540827152,1.1381454212885098,103.83645136372506,1.694474186562659,16.266666666666666,4.033195589934446,3.466666666666667,-1.0887761572606216,0.8249718252138639,83.43106601001338,1.7005504134034763,0.0,weekly,2,seed2,weekly|N05C|B_rich,,5,,,,,,,,,,,,,,
SeasonalNaive(s=52),N05C,B_rich,pacf_train,11,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,{},0,none,2,26.55813953488372,5.153458987406781,3.86046511627907,-0.6273197242841997,1.107993682292458,111.313739170882,1.3238583034523583,23.844444444444445,4.883077353927996,3.6222222222222222,-2.061826252377933,0.9988112769398172,94.92769692563294,1.404697471688822,0.0,weekly,2,seed2,weekly|N05C|B_rich,,5,,,,,,,,,,,,,,
S1 [linear],N05C,B_rich,pacf_train,11,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,{},0,none,2,17.659626898755008,4.202335885999001,2.787213246262259,-0.0820735066210902,0.9035022154897852,68.904493375253,0.6035741439547535,8.649548295964209,2.941011440978122,2.4123457709263696,-0.1106744007182958,0.6015705220182522,58.05904326021262,1.1261556910723465,0.005,weekly,2,seed2,weekly|N05C|B_rich,,5,linear,0.0,4.202335885999001,0.0,,2.941011440978122,,,,,,,,
