model,category,feature_set,lag_rule,n_features,n_lags,n_train,n_val,n_test,train_start,train_end,val_start,val_end,test_start,test_end,params,n_grid,scaler,seed,val_MSE,val_RMSE,val_MAE,val_R2,val_nRMSE,val_SMAPE,val_RMSPE,test_MSE,test_RMSE,test_MAE,test_R2,test_nRMSE,test_SMAPE,test_RMSPE,runtime_s,granularity,n_folds,stage1,gate_w,stage1_val_RMSE,gate_val_gain_pct,resid_val_r2,stage1_only_test_RMSE,augment_stage1,segment_scheme,n_segments,gate_w_map,gate_w_min,gate_w_max,val_oof_RMSE
"LR-XGB (residual, tanpa gerbang)",N02BE,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,2519.5993305774455,50.19561067043059,36.23937158967056,0.36721032058680025,0.24070656914332045,16.309933721693387,0.22790184435382183,2452.061228827669,49.51829186096456,37.53014042862547,0.6645283100884678,0.24378520381983526,18.65753345413539,0.3263543068354718,5.648,weekly,2,,,,,,,,,,,,,
Naive,N02BE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,42,1680.9681508666667,40.999611594095214,33.66975555555555,0.5778299809887086,0.19660834306448544,16.091032387206173,0.19010275891329437,2872.5362513913046,53.59604697541886,41.5418695652174,0.6070022317317492,0.2638605401116403,20.08585888444381,0.3344249193079274,0.0,weekly,2,,,,,,,,,,,,,
SeasonalNaive(s=52),N02BE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,42,4928.619016884084,70.20412393074986,52.44873333333334,-0.23780761877290746,0.3366548107569486,28.57719475004721,0.2851328006650804,3827.384787608696,61.86586124518672,46.530130434782606,0.47636738122781275,0.3045739468456235,22.53129637433621,0.3785512957226687,0.0,weekly,2,,,,,,,,,,,,,
S1 [linear],N02BE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,42,1499.4320458283644,38.72250051105125,31.647842601792338,0.6234222195303742,0.18568875091216544,15.244489991691704,0.18623449028963446,2636.4831549119726,51.34669565718882,39.33803413707109,0.6392971557955466,0.25278668136229604,19.063345346674403,0.3279954691336632,0.008,weekly,2,linear,0.0,38.72250051105125,0.0,,51.34669565718882,,,,,,,
AR-LRX [linear],N02BE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,1497.1703589171084,38.69328570846767,31.73611908302339,0.6239902352930944,0.18554865509892263,15.267161022693607,0.18744269562833862,2607.4397315682554,51.06309559327808,39.136518819541,0.6432706480539725,0.25139048014481624,19.011853338956925,0.32746186910192615,11.18,weekly,2,linear,0.1,38.72250051105125,0.0754,-0.68296533810699,51.34669565718882,,,,,,,
AR-LRX-g [linear],N02BE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,1499.4320458283644,38.72250051105125,31.647842601792338,0.6234222195303742,0.18568875091216544,15.244489991691704,0.18623449028963446,2636.4831549119726,51.34669565718882,39.33803413707109,0.6392971557955466,0.25278668136229604,19.063345346674403,0.3279954691336632,6.942,weekly,2,linear,0.0,38.72250051105125,0.0,-1.113080505710768,51.34669565718882,False,global,1.0,"{""0"": 0.0}",0.0,0.0,39.921099872991554
AR-LRX-Aug [linear],N02BE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,1499.4320458283644,38.72250051105125,31.647842601792338,0.6234222195303742,0.18568875091216544,15.244489991691704,0.18623449028963446,2636.4831549119726,51.34669565718882,39.33803413707109,0.6392971557955466,0.25278668136229604,19.063345346674403,0.3279954691336632,6.525,weekly,2,linear,0.0,38.72250051105125,0.0,-1.113080505710768,51.34669565718882,True,global,1.0,"{""0"": 0.0}",0.0,0.0,39.921099872991554
XGBoost,N02BE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,2335.638184007332,48.32844073635453,35.24635277370877,0.4134116009054086,0.23175279683462405,16.020512042445954,0.22578225010965858,2374.291981880481,48.7267070699476,36.3201208190918,0.6751680854700124,0.23988812554095232,18.262068573842782,0.32315728374294866,9.683,weekly,2,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",N02BE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,2519.5993305774455,50.19561067043059,36.23937158967056,0.36721032058680025,0.24070656914332045,16.309933721693387,0.22790184435382183,2452.061228827669,49.51829186096456,37.53014042862547,0.6645283100884678,0.24378520381983526,18.65753345413539,0.3263543068354718,5.813,weekly,2,,,,,,,,,,,,,
Naive,N05B,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,42,426.96177777777774,20.663053447585565,15.013333333333332,-0.801173853632781,0.32205507243743087,22.340031684847204,0.28288818842478763,240.0434782608696,15.493336576117798,12.104347826086956,-0.5862350330555679,0.26380422064754916,21.2661248034866,0.36673121829968697,0.0,weekly,2,,,,,,,,,,,,,
SeasonalNaive(s=52),N05B,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,42,942.2986433552593,30.696883284060927,24.86833333177778,-2.975165382622386,0.4784426945770095,44.187967319122926,0.440706007994517,457.08869565217395,21.379632729590423,16.165217391304346,-2.020494901632767,0.3640298732459134,26.617268981956737,0.5087289643221211,0.0,weekly,2,,,,,,,,,,,,,
S1 [linear],N05B,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,42,280.1724738223089,16.738353378463156,11.053311405027056,-0.1819309376658278,0.2608845601381415,16.80006438157009,0.223534293627507,168.22555190185386,12.970179331908016,9.770105004562676,-0.11165387960189288,0.22084255599191918,17.156348590497235,0.3310900704837283,0.01,weekly,2,linear,0.0,16.738353378463156,0.0,,12.970179331908016,,,,,,,
AR-LRX [linear],N05B,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,280.1724738223089,16.738353378463156,11.053311405027056,-0.1819309376658278,0.2608845601381415,16.80006438157009,0.223534293627507,168.22555190185386,12.970179331908016,9.770105004562676,-0.11165387960189288,0.22084255599191918,17.156348590497235,0.3310900704837283,5.389,weekly,2,linear,0.0,16.738353378463156,0.0,-0.2932026096328695,12.970179331908016,,,,,,,
AR-LRX-g [linear],N05B,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,280.1724738223089,16.738353378463156,11.053311405027056,-0.1819309376658278,0.2608845601381415,16.80006438157009,0.223534293627507,168.22555190185386,12.970179331908016,9.770105004562676,-0.11165387960189288,0.22084255599191918,17.156348590497235,0.3310900704837283,12.681,weekly,2,linear,0.0,16.738353378463156,0.0,-0.2932026096328695,12.970179331908016,False,global,1.0,"{""0"": 0.0}",0.0,0.0,16.738353378463152
AR-LRX-Aug [linear],N05B,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,280.1724738223089,16.738353378463156,11.053311405027056,-0.1819309376658278,0.2608845601381415,16.80006438157009,0.223534293627507,168.22555190185386,12.970179331908016,9.770105004562676,-0.11165387960189288,0.22084255599191918,17.156348590497235,0.3310900704837283,9.284,weekly,2,linear,0.0,16.738353378463156,0.0,-0.2932026096328695,12.970179331908016,True,global,1.0,"{""0"": 0.0}",0.0,0.0,16.738353378463152
XGBoost,N05B,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,372.768508581751,19.3072139000362,13.666486460367837,-0.5725550296555906,0.3009229099132824,20.249201460947283,0.24767140246895888,186.54184600753484,13.65803228900616,10.656571512636932,-0.2326900668654588,0.2325545918323525,18.54658861937829,0.3359197602013467,6.767,weekly,2,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",N05B,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,360.994910451728,18.999866064047083,13.19543476661195,-0.5228871244268123,0.29613257581120767,19.572983937896183,0.24129246200189688,176.69596510121985,13.29270345344467,10.295419549213435,-0.16762734848609573,0.22633415711373073,18.073466471656904,0.3277941795074284,5.906,weekly,2,,,,,,,,,,,,,
Naive,N05B,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,42,426.96177777777774,20.663053447585565,15.013333333333332,-0.801173853632781,0.32205507243743087,22.340031684847204,0.28288818842478763,240.0434782608696,15.493336576117798,12.104347826086956,-0.5862350330555679,0.26380422064754916,21.2661248034866,0.36673121829968697,0.0,weekly,2,,,,,,,,,,,,,
SeasonalNaive(s=52),N05B,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,42,942.2986433552593,30.696883284060927,24.86833333177778,-2.975165382622386,0.4784426945770095,44.187967319122926,0.440706007994517,457.08869565217395,21.379632729590423,16.165217391304346,-2.020494901632767,0.3640298732459134,26.617268981956737,0.5087289643221211,0.0,weekly,2,,,,,,,,,,,,,
S1 [linear],N05B,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,42,280.1724738223089,16.738353378463156,11.053311405027056,-0.1819309376658278,0.2608845601381415,16.80006438157009,0.223534293627507,168.22555190185386,12.970179331908016,9.770105004562676,-0.11165387960189288,0.22084255599191918,17.156348590497235,0.3310900704837283,0.009,weekly,2,linear,0.0,16.738353378463156,0.0,,12.970179331908016,,,,,,,
AR-LRX [linear],N05B,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,280.1724738223089,16.738353378463156,11.053311405027056,-0.1819309376658278,0.2608845601381415,16.80006438157009,0.223534293627507,168.22555190185386,12.970179331908016,9.770105004562676,-0.11165387960189288,0.22084255599191918,17.156348590497235,0.3310900704837283,9.62,weekly,2,linear,0.0,16.738353378463156,0.0,-0.2932026096328695,12.970179331908016,,,,,,,
AR-LRX-g [linear],N05B,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,280.1724738223089,16.738353378463156,11.053311405027056,-0.1819309376658278,0.2608845601381415,16.80006438157009,0.223534293627507,168.22555190185386,12.970179331908016,9.770105004562676,-0.11165387960189288,0.22084255599191918,17.156348590497235,0.3310900704837283,6.536,weekly,2,linear,0.0,16.738353378463156,0.0,-0.2932026096328695,12.970179331908016,False,global,1.0,"{""0"": 0.0}",0.0,0.0,16.738353378463152
AR-LRX-Aug [linear],N05B,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,280.1724738223089,16.738353378463156,11.053311405027056,-0.1819309376658278,0.2608845601381415,16.80006438157009,0.223534293627507,168.22555190185386,12.970179331908016,9.770105004562676,-0.11165387960189288,0.22084255599191918,17.156348590497235,0.3310900704837283,4.947,weekly,2,linear,0.0,16.738353378463156,0.0,-0.2932026096328695,12.970179331908016,True,global,1.0,"{""0"": 0.0}",0.0,0.0,16.738353378463152
XGBoost,N05B,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,372.768508581751,19.3072139000362,13.666486460367837,-0.5725550296555906,0.3009229099132824,20.249201460947283,0.24767140246895888,186.54184600753484,13.65803228900616,10.656571512636932,-0.2326900668654588,0.2325545918323525,18.54658861937829,0.3359197602013467,5.26,weekly,2,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",N05B,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,360.994910451728,18.999866064047083,13.19543476661195,-0.5228871244268123,0.29613257581120767,19.572983937896183,0.24129246200189688,176.69596510121985,13.29270345344467,10.295419549213435,-0.16762734848609573,0.22633415711373073,18.073466471656904,0.3277941795074284,11.979,weekly,2,,,,,,,,,,,,,
Naive,N05C,A_lag1,pacf_train,1,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,{},0,none,42,28.023255813953487,5.293699633900046,3.9302325581395348,-0.7170930540827152,1.1381454212885098,103.83645136372506,1.694474186562659,16.266666666666666,4.033195589934446,3.466666666666667,-1.0887761572606216,0.8249718252138639,83.43106601001338,1.7005504134034763,0.0,weekly,2,,,,,,,,,,,,,
SeasonalNaive(s=52),N05C,A_lag1,pacf_train,1,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,{},0,none,42,26.558139534883722,5.153458987406781,3.86046511627907,-0.6273197242841997,1.1079936822924579,111.313739170882,1.3238583034523583,23.844444444444445,4.883077353927996,3.6222222222222222,-2.061826252377933,0.9988112769398173,94.92769692563294,1.404697471688822,0.0,weekly,2,,,,,,,,,,,,,
S1 [linear],N05C,A_lag1,pacf_train,1,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,{},0,none,42,16.6747895027876,4.083477623642329,2.880965845650394,-0.021728717876931203,0.8779476890831007,71.7752895751267,0.703521993405679,8.7326038490643,2.95509794238098,2.392135351294518,-0.12133942893818705,0.6044518518506549,57.40333488628655,1.0633393387073906,0.009,weekly,2,linear,0.0,4.083477623642329,0.0,,2.95509794238098,,,,,,,
AR-LRX [linear],N05C,A_lag1,pacf_train,1,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,16.669389152892492,4.082816326127406,2.8870433889672795,-0.021397817593392876,0.8778055101173923,71.86294283061079,0.7134862372414696,8.789981550924546,2.9647903047137323,2.40131837744441,-0.12870720612696318,0.6064343805096271,57.68823365471839,1.062417932680672,5.555,weekly,2,linear,0.1,4.083477623642329,0.0162,-0.07086155479255973,2.95509794238098,,,,,,,
AR-LRX-g [linear],N05C,A_lag1,pacf_train,1,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,16.669389152892492,4.082816326127406,2.8870433889672795,-0.021397817593392876,0.8778055101173923,71.86294283061079,0.7134862372414696,8.789981551747168,2.9647903048524644,2.401318377644126,-0.12870720623259468,0.606434380538004,57.68823365860282,1.0624179326283927,5.566,weekly,2,linear,0.09999999999999996,4.083477623642329,0.0162,-0.07086155479255973,2.95509794238098,False,global,1.0,"{""0"": 0.1}",0.1,0.1,4.115121972345155
AR-LRX-Aug [linear],N05C,A_lag1,pacf_train,1,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,16.669389152892492,4.082816326127406,2.8870433889672795,-0.021397817593392876,0.8778055101173923,71.86294283061079,0.7134862372414696,8.789981551747168,2.9647903048524644,2.401318377644126,-0.12870720623259468,0.606434380538004,57.68823365860282,1.0624179326283927,5.665,weekly,2,linear,0.09999999999999996,4.083477623642329,0.0162,-0.07086155479255973,2.95509794238098,True,global,1.0,"{""0"": 0.1}",0.1,0.1,4.115121972345155
XGBoost,N05C,A_lag1,pacf_train,1,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,17.383456093265103,4.169347202292597,2.9968138073765953,-0.06515145534355726,0.8964096484929083,74.04287959313741,0.8375383315519628,9.685774340979865,3.1121976706147483,2.53204705980089,-0.24373449844541728,0.6365858871711985,61.70836472780648,1.076935337108564,5.473,weekly,2,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",N05C,A_lag1,pacf_train,1,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,17.146992419775277,4.140892708073379,2.9904173469276203,-0.050662413314040755,0.8902919322357763,73.93370161589469,0.8423736056145582,9.688087807459299,3.1125693257274283,2.532341874691589,-0.24403156690583927,0.6366619075351557,61.71034615378422,1.0731669577435345,5.06,weekly,2,,,,,,,,,,,,,
Naive,N05C,B_rich,pacf_train,11,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,{},0,none,42,28.023255813953487,5.293699633900046,3.9302325581395348,-0.7170930540827152,1.1381454212885098,103.83645136372506,1.694474186562659,16.266666666666666,4.033195589934446,3.466666666666667,-1.0887761572606216,0.8249718252138639,83.43106601001338,1.7005504134034763,0.0,weekly,2,,,,,,,,,,,,,
SeasonalNaive(s=52),N05C,B_rich,pacf_train,11,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,{},0,none,42,26.558139534883722,5.153458987406781,3.86046511627907,-0.6273197242841997,1.1079936822924579,111.313739170882,1.3238583034523583,23.844444444444445,4.883077353927996,3.6222222222222222,-2.061826252377933,0.9988112769398173,94.92769692563294,1.404697471688822,0.0,weekly,2,,,,,,,,,,,,,
S1 [linear],N05C,B_rich,pacf_train,11,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,{},0,none,42,17.659626898755008,4.202335885999001,2.787213246262259,-0.08207350662109025,0.9035022154897852,68.904493375253,0.6035741439547535,8.649548295964209,2.941011440978122,2.4123457709263696,-0.11067440071829582,0.6015705220182522,58.05904326021262,1.1261556910723465,0.01,weekly,2,linear,0.0,4.202335885999001,0.0,,2.941011440978122,,,,,,,
AR-LRX [linear],N05C,B_rich,pacf_train,11,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 500, ""subsample"": 0.8}",132,none,42,16.746087760841295,4.092198401940123,2.9411783680579635,-0.026097437360669495,0.8798226564171263,73.1872105005736,0.7590902969588472,9.049743781087017,3.0082792059725803,2.399808473507236,-0.16206285077369742,0.6153298375853005,57.160844268554435,1.2768524375653372,6.699,weekly,2,linear,0.5,4.202335885999001,2.6209,-0.0180151712217671,2.941011440978122,,,,,,,
AR-LRX-g [linear],N05C,B_rich,pacf_train,11,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 500, ""subsample"": 0.8}",132,none,42,16.81381662285404,4.100465415395433,2.986261895348767,-0.030247446171034253,0.8816000643100181,74.09473810898392,0.7769248192873334,8.892762741464207,2.9820735640597813,2.3098457847808063,-0.14190517130405977,0.6099695926485916,55.578580386742324,1.2250867056776578,6.433,weekly,2,linear,0.6000000000000002,4.202335885999001,2.4241,-0.0032727331726543074,2.941011440978122,False,global,1.0,"{""0"": 0.6}",0.6,0.6,4.100465415395433
AR-LRX-Aug [linear],N05C,B_rich,pacf_train,11,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,16.38448951569919,4.04777587271074,2.8593904886632933,-0.003940917103917307,0.8702718126328091,70.26782798030567,0.6979935116864582,9.401219651592694,3.066140840142979,2.538800493569124,-0.20719529451332952,0.6271651718474275,59.89467774422741,1.3617098431779795,6.529,weekly,2,linear,1.0,4.202335885999001,3.678,0.04449239376858416,2.941011440978122,True,global,1.0,"{""0"": 1.0}",1.0,1.0,4.064764089988427
XGBoost,N05C,B_rich,pacf_train,11,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,17.904215512946774,4.231337319683551,2.941939195921255,-0.09706039512985787,0.9097375237319634,74.4820015412116,0.8525164697540536,8.464757457839992,2.9094256233559213,2.3176879564921062,-0.08694571034407028,0.5951097865955293,55.36468320926411,1.2149740468547359,6.015,weekly,2,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",N05C,B_rich,pacf_train,11,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,16.90609356316999,4.111702027527042,2.9999892541293947,-0.03590161049513929,0.8840159359183141,74.92281697139053,0.8519870925494036,8.662351426908149,2.943187290491067,2.296614385043107,-0.11231842989784435,0.6020155821459,55.275063827036895,1.2531741119584858,6.711,weekly,2,,,,,,,,,,,,,
Naive,R03,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,42,605.225,24.601321102737554,18.655555555555555,-0.03800990046389785,0.5059108646741414,43.156588083534785,1.0011745992904533,851.7612469747946,29.184948980164325,21.983695652173914,0.03461366197933802,0.5760084322364312,40.98350136138161,0.5872130475279131,0.0,weekly,2,,,,,,,,,,,,,
SeasonalNaive(s=52),R03,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,42,614.4748842545926,24.78860391903087,20.193518518444442,-0.05387420123536657,0.5097622192877364,49.6886383629502,0.5251434447101891,1132.0758227639192,33.64633446252235,25.980978260869566,-0.2830949245242296,0.6640605189144648,56.65064999174927,0.93022075429727,0.0,weekly,2,,,,,,,,,,,,,
S1 [linear],R03,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,42,552.0732474890453,23.49623900731871,17.94200808918741,0.05314966058096604,0.48318553882295984,40.92385320485504,1.1251795150117032,713.517209522314,26.71174291434975,18.83879141520894,0.1912994768640235,0.5271960272692094,38.48032058277108,0.5320799290362752,0.01,weekly,2,linear,0.0,23.49623900731871,0.0,,26.71174291434975,,,,,,,
AR-LRX [linear],R03,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,552.0732474890453,23.49623900731871,17.94200808918741,0.05314966058096604,0.48318553882295984,40.92385320485504,1.1251795150117032,713.517209522314,26.71174291434975,18.83879141520894,0.1912994768640235,0.5271960272692094,38.48032058277108,0.5320799290362752,5.775,weekly,2,linear,0.0,23.49623900731871,0.0,-0.37894239350369174,26.71174291434975,,,,,,,
AR-LRX-g [linear],R03,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,552.0732474890453,23.49623900731871,17.94200808918741,0.05314966058096604,0.48318553882295984,40.92385320485504,1.1251795150117032,713.517209522314,26.71174291434975,18.83879141520894,0.1912994768640235,0.5271960272692094,38.48032058277108,0.5320799290362752,5.554,weekly,2,linear,0.0,23.49623900731871,0.0,-0.37894239350369174,26.71174291434975,False,global,1.0,"{""0"": 0.0}",0.0,0.0,23.496239007318714
AR-LRX-Aug [linear],R03,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,552.0732474890453,23.49623900731871,17.94200808918741,0.05314966058096604,0.48318553882295984,40.92385320485504,1.1251795150117032,713.517209522314,26.71174291434975,18.83879141520894,0.1912994768640235,0.5271960272692094,38.48032058277108,0.5320799290362752,5.567,weekly,2,linear,0.0,23.49623900731871,0.0,-0.37894239350369174,26.71174291434975,True,global,1.0,"{""0"": 0.0}",0.0,0.0,23.496239007318714
